Order_ID,Order_Date,Customer_ID,Customer_Name,Region,City,Category,Product,Quantity,Unit_Price,Discount,Sales,Profit
ORD02510,03-09-2024,CUST0481,Customer 0481,South,Hyderabad,Accessories,Backpack,3,2272.23,0.05,6475.87,1306.62
ORD02511,06-04-2024,CUST0897,Customer 0897,South,Chennai,Electronics,Headphones,2,5346.55,0.05,10158.45,802.63
ORD02512,01-08-2023,CUST0374,Customer 0374,East,Kolkata,Furniture,Office Chair,3,12548.35,0.15,31998.29,6942.31
ORD02513,13-02-2023,CUST0743,Customer 0743,North,Delhi,Clothing,Shirt,4,1983.92,0,7935.7,642.19
ORD02514,23-10-2024,CUST0931,Customer 0931,West,Mumbai,Appliances,Washing Machine,1,31423.78,0,31423.78,6326.16
ORD02515,28-11-2023,CUST0831,Customer 0831,South,Bangalore,Electronics,Monitor,5,17577.08,0.1,79096.86,9987.52
ORD02516,29-08-2023,CUST0255,Customer 0255,South,Bangalore,Furniture,Office Chair,3,11530.12,0.2,27672.3,2202.57
ORD02517,19-01-2024,CUST0485,Customer 0485,North,Delhi,Clothing,Jeans,3,2867.29,0.05,8171.78,1439
ORD02518,04-04-2023,CUST0016,Customer 0016,East,Kolkata,Clothing,Shirt,5,1933.01,0.05,9181.78,1607.99
ORD02519,27-12-2024,CUST0386,Customer 0386,West,Ahmedabad,Furniture,Sofa,4,25262.14,0.15,85891.27,8324.13
ORD02520,20-10-2023,CUST0813,Customer 0813,South,Hyderabad,Electronics,Smartphone,2,28752.05,0.15,48878.49,3623.3
ORD02521,27-09-2024,CUST0411,Customer 0411,South,Hyderabad,Furniture,Bookshelf,1,8466.48,0.05,8043.15,1691.66
ORD02522,03-11-2024,CUST0422,Customer 0422,West,Ahmedabad,Appliances,Microwave,4,13508.17,0,54032.66,5179.61
ORD02523,21-12-2023,CUST0321,Customer 0321,West,Ahmedabad,Electronics,Laptop,1,49683.75,0,49683.75,7507.74
ORD02524,22-07-2023,CUST0153,Customer 0153,North,Delhi,Appliances,Air Conditioner,1,38489.44,0.1,34640.5,2798.42
ORD02525,14-08-2024,CUST0635,Customer 0635,West,Ahmedabad,Clothing,Jeans,3,2189.05,0,6567.14,993.35
ORD02526,16-03-2023,CUST0879,Customer 0879,North,Delhi,Appliances,Air Conditioner,4,39039.51,0.2,124926.42,23212.53
ORD02527,29-08-2023,CUST0986,Customer 0986,North,Delhi,Electronics,Laptop,2,47736.15,0.15,81151.45,10125.25
ORD02528,24-12-2024,CUST0102,Customer 0102,West,Pune,Clothing,Jacket,5,4900.4,0.05,23276.92,2034.19
ORD02529,05-07-2023,CUST0135,Customer 0135,South,Bangalore,Electronics,Smartphone,3,33983.83,0.2,81561.2,15695.09
ORD02530,17-01-2024,CUST0946,Customer 0946,North,Delhi,Accessories,Keyboard,1,1605.88,0.1,1445.29,209.07
ORD02531,26-04-2023,CUST0281,Customer 0281,West,Mumbai,Furniture,Office Chair,2,13370.38,0,26740.76,2263.49
ORD02532,01-03-2023,CUST0831,Customer 0831,South,Chennai,Furniture,Office Chair,5,11425.04,0,57125.19,4910.78
ORD02533,23-05-2024,CUST0053,Customer 0053,South,Hyderabad,Clothing,Shirt,3,1853.44,0.1,5004.29,661.88
ORD02534,11-02-2024,CUST0182,Customer 0182,West,Mumbai,Appliances,Air Conditioner,4,36103.04,0.05,137191.53,8801.68
ORD02535,08-11-2024,CUST0841,Customer 0841,West,Pune,Accessories,Backpack,4,1900.38,0.1,6841.37,743.15
ORD02536,03-03-2024,CUST0965,Customer 0965,West,Mumbai,Accessories,Backpack,5,2070.9,0.05,9836.78,1873.68
ORD02537,10-02-2024,CUST0484,Customer 0484,North,Delhi,Electronics,Headphones,5,5211.1,0.1,23449.95,4958.75
ORD02538,11-06-2024,CUST0390,Customer 0390,West,Mumbai,Appliances,Air Conditioner,3,43147.44,0,129442.32,10159.95
ORD02539,26-07-2024,CUST0917,Customer 0917,South,Hyderabad,Clothing,Shoes,1,3558.59,0.05,3380.66,409.32
ORD02540,25-01-2023,CUST0634,Customer 0634,West,Ahmedabad,Appliances,Refrigerator,3,48230.48,0,144691.45,16098.74
ORD02541,07-09-2024,CUST0929,Customer 0929,West,Ahmedabad,Clothing,Shoes,5,3266.5,0.2,13066,1084.07
ORD02542,27-05-2023,CUST0693,Customer 0693,South,Bangalore,Electronics,Laptop,3,61889.43,0.1,167101.46,39246.43
ORD02543,19-06-2023,CUST0706,Customer 0706,South,Chennai,Electronics,Smartphone,2,34117.41,0,68234.83,12777.62
ORD02544,16-10-2023,CUST0126,Customer 0126,South,Chennai,Electronics,Headphones,5,4493.72,0.05,21345.16,2553.09
ORD02545,07-05-2024,CUST0964,Customer 0964,South,Bangalore,Furniture,Desk,1,16419.34,0.1,14777.4,1511.48
ORD02546,15-09-2024,CUST0625,Customer 0625,West,Mumbai,Furniture,Bookshelf,4,9578.51,0,38314.05,4770.03
ORD02547,26-12-2023,CUST0653,Customer 0653,East,Kolkata,Electronics,Headphones,3,4957.46,0,14872.39,1035.97
ORD02548,23-10-2024,CUST0076,Customer 0076,South,Bangalore,Appliances,Refrigerator,2,46546.02,0.05,88437.43,21174.45
ORD02549,16-09-2023,CUST0972,Customer 0972,North,Delhi,Electronics,Monitor,1,18594.43,0.05,17664.71,3738.04
ORD02550,20-05-2024,CUST0164,Customer 0164,West,Pune,Appliances,Refrigerator,1,38685.13,0.05,36750.87,5828.28
ORD02551,12-07-2024,CUST0475,Customer 0475,East,Kolkata,Electronics,Monitor,3,16121.12,0.1,43527.03,9561.04
ORD02552,02-03-2023,CUST0076,Customer 0076,North,Delhi,Clothing,Shirt,1,1554.2,0.05,1476.49,115.94
ORD02553,25-08-2024,CUST0201,Customer 0201,South,Hyderabad,Electronics,Laptop,3,47096.4,0.05,134224.75,15089.72
ORD02554,30-04-2023,CUST0619,Customer 0619,West,Pune,Clothing,Shirt,4,1618.1,0.05,6148.76,951.55
ORD02555,31-05-2023,CUST0315,Customer 0315,West,Pune,Electronics,Headphones,2,4635.23,0,9270.46,1690.45
ORD02556,06-06-2023,CUST0330,Customer 0330,South,Chennai,Clothing,Jacket,4,4618.78,0.05,17551.37,3906.54
ORD02557,16-03-2023,CUST0653,Customer 0653,West,Pune,Furniture,Bookshelf,2,8716.07,0.05,16560.53,2373.6
ORD02558,20-08-2024,CUST0791,Customer 0791,East,Kolkata,Furniture,Sofa,4,24099.23,0,96396.93,12207.83
ORD02559,30-01-2024,CUST0056,Customer 0056,West,Mumbai,Accessories,USB Hub,3,1045.65,0.05,2980.09,532.18
ORD02560,20-10-2024,CUST0050,Customer 0050,South,Bangalore,Appliances,Washing Machine,1,25940.21,0.15,22049.18,4319.14
ORD02561,28-12-2023,CUST0974,Customer 0974,North,Delhi,Clothing,Jacket,1,4959.92,0.1,4463.93,883.94
ORD02562,25-03-2023,CUST0416,Customer 0416,West,Ahmedabad,Appliances,Washing Machine,2,31741.06,0.1,57133.9,9345.93
ORD02563,20-10-2024,CUST0913,Customer 0913,East,Kolkata,Appliances,Washing Machine,1,34419.79,0,34419.79,6779.78
ORD02564,13-08-2023,CUST0772,Customer 0772,West,Mumbai,Electronics,Headphones,1,5577.37,0.05,5298.5,1199.42
ORD02565,27-04-2023,CUST0893,Customer 0893,South,Chennai,Furniture,Desk,4,13970.95,0.05,53089.62,6615.75
ORD02566,13-06-2023,CUST0745,Customer 0745,West,Mumbai,Appliances,Refrigerator,4,40755.5,0,163021.99,11176.55
ORD02567,18-09-2024,CUST0483,Customer 0483,East,Kolkata,Electronics,Monitor,1,18211.09,0,18211.09,2530.84
ORD02568,19-02-2023,CUST0659,Customer 0659,West,Ahmedabad,Furniture,Sofa,1,29880.16,0.05,28386.15,2483.09
ORD02569,26-10-2024,CUST0620,Customer 0620,South,Hyderabad,Electronics,Laptop,3,48231.65,0,144694.96,31364.91
ORD02570,06-06-2024,CUST0965,Customer 0965,South,Hyderabad,Clothing,Shoes,1,3627.95,0,3627.95,341.4
ORD02571,18-12-2023,CUST0533,Customer 0533,South,Chennai,Clothing,Shoes,3,2979.57,0.1,8044.84,1751.64
ORD02572,27-01-2024,CUST0297,Customer 0297,South,Chennai,Furniture,Desk,3,15353.3,0.2,36847.93,7672.54
ORD02573,22-02-2023,CUST0229,Customer 0229,West,Ahmedabad,Electronics,Laptop,1,55425.52,0,55425.52,12270.33
ORD02574,08-10-2023,CUST0083,Customer 0083,South,Hyderabad,Electronics,Monitor,5,16773.27,0.1,75479.73,16578.98
ORD02575,27-02-2024,CUST0267,Customer 0267,North,Delhi,Appliances,Microwave,4,12759.15,0.1,45932.95,4945.11
ORD02576,25-07-2024,CUST0103,Customer 0103,West,Mumbai,Accessories,Keyboard,5,1908.58,0.05,9065.74,873.42
ORD02577,16-04-2024,CUST0384,Customer 0384,South,Chennai,Furniture,Bookshelf,2,10333.03,0.1,18599.45,3959.2
ORD02578,20-03-2023,CUST0445,Customer 0445,West,Mumbai,Electronics,Smartphone,4,30652.98,0.1,110350.72,24281.09
ORD02579,03-04-2023,CUST0965,Customer 0965,West,Ahmedabad,Furniture,Desk,1,13120.22,0,13120.22,1306.77
ORD02580,26-03-2023,CUST0767,Customer 0767,West,Ahmedabad,Electronics,Headphones,1,5224.6,0.2,4179.68,776.21
ORD02581,01-09-2023,CUST0019,Customer 0019,West,Mumbai,Appliances,Refrigerator,4,37322.4,0.1,134360.62,17262.65
ORD02582,22-06-2024,CUST0885,Customer 0885,North,Delhi,Appliances,Microwave,1,11883.99,0.15,10101.4,2106.94
ORD02583,19-11-2023,CUST0955,Customer 0955,West,Ahmedabad,Furniture,Sofa,5,26928.38,0.2,107713.54,17590.17
ORD02584,21-07-2024,CUST0713,Customer 0713,West,Mumbai,Furniture,Bookshelf,5,9088.79,0.05,43171.76,4948.01
ORD02585,28-06-2023,CUST0819,Customer 0819,South,Bangalore,Clothing,Shoes,4,3721.68,0,14886.72,1910.45
ORD02586,26-05-2023,CUST0087,Customer 0087,West,Mumbai,Furniture,Bookshelf,5,8080.54,0.15,34342.3,2910.82
ORD02587,13-07-2024,CUST0795,Customer 0795,West,Pune,Electronics,Headphones,3,4885.87,0.1,13191.85,2728.22
ORD02588,16-12-2023,CUST0748,Customer 0748,West,Ahmedabad,Accessories,Backpack,4,2271.55,0.05,8631.89,820.59
ORD02589,10-09-2023,CUST0232,Customer 0232,West,Mumbai,Appliances,Microwave,3,13036.93,0.05,37155.24,5604.22
ORD02590,24-11-2023,CUST0364,Customer 0364,East,Kolkata,Electronics,Headphones,3,5663.75,0.05,16141.69,1867.2
ORD02591,20-10-2023,CUST0541,Customer 0541,North,Delhi,Clothing,Shirt,4,1821.55,0.1,6557.59,1172.64
ORD02592,16-04-2024,CUST0760,Customer 0760,North,Delhi,Accessories,Keyboard,5,1635.82,0.05,7770.13,1464.67
ORD02593,26-06-2023,CUST0166,Customer 0166,South,Hyderabad,Furniture,Sofa,5,29435.2,0.1,132458.42,8902.65
ORD02594,18-12-2024,CUST0404,Customer 0404,South,Chennai,Clothing,Jacket,5,5129.94,0,25649.7,2890.88
ORD02595,02-01-2024,CUST0214,Customer 0214,West,Mumbai,Appliances,Microwave,2,11746.76,0,23493.53,3005.09
ORD02596,23-06-2023,CUST0524,Customer 0524,South,Hyderabad,Furniture,Desk,1,13234.1,0.2,10587.28,1777.21
ORD02597,02-10-2024,CUST0924,Customer 0924,North,Delhi,Appliances,Air Conditioner,4,42718.71,0.1,153787.37,15466.76
ORD02598,27-08-2023,CUST0089,Customer 0089,West,Ahmedabad,Furniture,Office Chair,3,11751.51,0.1,31729.08,4468.84
ORD02599,01-07-2024,CUST0486,Customer 0486,West,Mumbai,Clothing,Jeans,1,2739.53,0,2739.53,568.21
ORD02600,10-08-2024,CUST0588,Customer 0588,South,Hyderabad,Clothing,Shirt,2,1682.63,0.1,3028.74,617.62
ORD02601,24-11-2023,CUST0633,Customer 0633,South,Bangalore,Electronics,Monitor,4,16531.67,0.05,62820.36,5416.67
ORD02602,10-03-2024,CUST0725,Customer 0725,West,Mumbai,Furniture,Sofa,3,27158.88,0.05,77402.8,14869.61
ORD02603,22-07-2024,CUST0576,Customer 0576,East,Kolkata,Furniture,Office Chair,4,13064.8,0.1,47033.3,5523.83
ORD02604,17-09-2023,CUST0772,Customer 0772,South,Hyderabad,Appliances,Air Conditioner,5,34196.54,0.05,162433.54,38824.52
ORD02605,15-12-2023,CUST0438,Customer 0438,South,Bangalore,Electronics,Laptop,2,62037.12,0.1,111666.82,8680.16
ORD02606,07-11-2023,CUST0059,Customer 0059,West,Mumbai,Electronics,Smartphone,4,27049.7,0.1,97378.91,20361.05
ORD02607,03-12-2024,CUST0908,Customer 0908,South,Chennai,Accessories,Keyboard,3,1762.14,0.05,5022.1,670.53
ORD02608,02-02-2023,CUST0069,Customer 0069,West,Ahmedabad,Electronics,Laptop,3,55800.89,0.05,159032.55,13143
ORD02609,17-10-2023,CUST0533,Customer 0533,East,Kolkata,Accessories,Keyboard,5,1623.09,0.1,7303.91,726.26
ORD02610,02-09-2024,CUST0110,Customer 0110,South,Bangalore,Appliances,Washing Machine,2,32157.91,0.2,51452.66,5533.21
ORD02611,23-11-2024,CUST0673,Customer 0673,West,Pune,Furniture,Desk,5,15233.88,0.1,68552.48,11234.62
ORD02612,05-05-2024,CUST0725,Customer 0725,West,Mumbai,Electronics,Laptop,5,48941.15,0.15,207999.87,15543.46
ORD02613,11-05-2024,CUST0659,Customer 0659,West,Mumbai,Electronics,Headphones,2,5077.3,0,10154.6,921.34
ORD02614,01-06-2024,CUST0066,Customer 0066,South,Chennai,Furniture,Office Chair,2,12014.66,0.05,22827.85,4406.65
ORD02615,23-11-2023,CUST0306,Customer 0306,South,Chennai,Accessories,Backpack,4,2010.88,0.1,7239.16,949.02
ORD02616,14-11-2023,CUST0858,Customer 0858,South,Bangalore,Appliances,Washing Machine,3,32677.63,0.1,88229.6,17677.42
ORD02617,04-03-2024,CUST0655,Customer 0655,North,Delhi,Electronics,Monitor,4,18529.3,0,74117.2,8633.03
ORD02618,09-11-2023,CUST0294,Customer 0294,North,Delhi,Furniture,Bookshelf,3,8816.52,0.2,21159.64,2404.39
ORD02619,08-02-2023,CUST0925,Customer 0925,South,Chennai,Furniture,Desk,1,15508.44,0.1,13957.59,2106.6
ORD02620,08-09-2024,CUST0171,Customer 0171,North,Delhi,Appliances,Refrigerator,3,47750.65,0.05,136089.35,14442.57
ORD02621,24-03-2023,CUST0070,Customer 0070,North,Delhi,Furniture,Desk,4,15841.61,0,63366.43,9549.42
ORD02622,24-07-2023,CUST0031,Customer 0031,South,Bangalore,Electronics,Laptop,1,52673.87,0.1,47406.49,3182.86
ORD02623,07-11-2024,CUST0634,Customer 0634,West,Pune,Appliances,Washing Machine,1,26881.47,0.1,24193.33,4221.26
ORD02624,03-03-2024,CUST0858,Customer 0858,South,Bangalore,Furniture,Sofa,1,25641.28,0.1,23077.15,4079.78
ORD02625,07-06-2024,CUST0195,Customer 0195,West,Mumbai,Electronics,Smartphone,5,30309.28,0,151546.4,14676.47
ORD02626,15-11-2024,CUST0054,Customer 0054,South,Hyderabad,Appliances,Washing Machine,5,26986.34,0.05,128185.11,23754.14
ORD02627,25-06-2023,CUST0129,Customer 0129,West,Mumbai,Electronics,Headphones,4,4713.7,0.1,16969.33,1047.37
ORD02628,22-11-2023,CUST0081,Customer 0081,West,Mumbai,Clothing,Shoes,3,3593.92,0.05,10242.66,1811.28
ORD02629,01-02-2024,CUST0112,Customer 0112,West,Ahmedabad,Furniture,Bookshelf,2,9963.87,0.2,15942.19,3682.53
ORD02630,30-08-2024,CUST0005,Customer 0005,South,Bangalore,Accessories,Keyboard,1,1978.74,0.05,1879.81,141.61
ORD02631,05-07-2024,CUST0128,Customer 0128,West,Ahmedabad,Appliances,Washing Machine,5,29047.02,0.05,137973.35,10622.5
ORD02632,25-05-2023,CUST0610,Customer 0610,South,Bangalore,Furniture,Sofa,4,25175,0.1,90629.99,17506.37
ORD02633,06-09-2024,CUST0129,Customer 0129,West,Ahmedabad,Furniture,Office Chair,3,11829.9,0,35489.71,7015.43
ORD02634,11-12-2023,CUST0745,Customer 0745,West,Pune,Appliances,Air Conditioner,3,35992.78,0.05,102579.42,12004.35
ORD02635,02-04-2023,CUST0364,Customer 0364,North,Delhi,Electronics,Smartphone,5,30898.47,0,154492.33,15536.56
ORD02636,02-10-2023,CUST0698,Customer 0698,North,Delhi,Furniture,Desk,4,13326.7,0.05,50641.45,11833.63
ORD02637,05-12-2023,CUST0850,Customer 0850,North,Delhi,Furniture,Office Chair,1,13690.78,0.05,13006.24,1348.55
ORD02638,14-10-2024,CUST0930,Customer 0930,West,Pune,Clothing,Shoes,1,3135.74,0.05,2978.95,319.18
ORD02639,21-02-2023,CUST0363,Customer 0363,South,Bangalore,Furniture,Bookshelf,2,10335.59,0.1,18604.06,2915.67
ORD02640,15-09-2023,CUST0045,Customer 0045,North,Delhi,Electronics,Laptop,4,59520.35,0.15,202369.2,17530.03
ORD02641,26-09-2023,CUST0970,Customer 0970,West,Mumbai,Clothing,Jeans,2,2791.92,0.05,5304.65,954.42
ORD02642,12-03-2023,CUST0615,Customer 0615,South,Hyderabad,Appliances,Refrigerator,1,46532.27,0.05,44205.66,10462.59
ORD02643,11-07-2024,CUST0301,Customer 0301,North,Delhi,Appliances,Air Conditioner,2,38001.81,0.15,64603.08,13433.9
ORD02644,22-07-2023,CUST0968,Customer 0968,South,Chennai,Appliances,Microwave,1,11037.34,0.1,9933.6,2112.17
ORD02645,28-04-2023,CUST0281,Customer 0281,West,Mumbai,Clothing,Shirt,3,1969.31,0,5907.94,557.56
ORD02646,22-05-2023,CUST0705,Customer 0705,East,Kolkata,Electronics,Smartphone,3,29601.15,0.15,75482.94,7178.96
ORD02647,13-03-2024,CUST0456,Customer 0456,West,Mumbai,Appliances,Washing Machine,2,28035.14,0.1,50463.25,11776.53
ORD02648,03-07-2023,CUST0113,Customer 0113,West,Mumbai,Appliances,Air Conditioner,5,42997.91,0,214989.54,47029.66
ORD02649,10-01-2023,CUST0067,Customer 0067,South,Hyderabad,Electronics,Smartphone,3,33702.45,0,101107.35,16807.96
ORD02650,17-04-2023,CUST0912,Customer 0912,West,Ahmedabad,Accessories,USB Hub,4,1286.59,0.05,4889.03,415.53
ORD02651,01-04-2023,CUST0621,Customer 0621,East,Kolkata,Appliances,Air Conditioner,3,39735.72,0,119207.17,14226.79
ORD02652,20-04-2024,CUST0604,Customer 0604,West,Pune,Appliances,Microwave,1,12727.61,0.05,12091.23,2097.56
ORD02653,26-09-2023,CUST0162,Customer 0162,South,Bangalore,Clothing,Jacket,4,4223.88,0.1,15205.99,2995.3
ORD02654,21-02-2023,CUST0651,Customer 0651,West,Ahmedabad,Appliances,Air Conditioner,4,34453.79,0.2,110252.11,12547.63
ORD02655,18-07-2023,CUST0264,Customer 0264,East,Kolkata,Appliances,Air Conditioner,4,32968.38,0.1,118686.16,13082.02
ORD02656,17-05-2024,CUST0782,Customer 0782,North,Delhi,Furniture,Desk,1,15915.58,0.05,15119.81,2629.16
ORD02657,14-07-2024,CUST0849,Customer 0849,East,Kolkata,Electronics,Monitor,3,18165.72,0.1,49047.43,8861.29
ORD02658,05-01-2024,CUST0629,Customer 0629,North,Delhi,Appliances,Refrigerator,3,41930.89,0.15,106923.78,16869.1
ORD02659,27-08-2023,CUST0955,Customer 0955,West,Mumbai,Clothing,Jeans,1,2489.96,0,2489.96,524.71
ORD02660,15-10-2023,CUST0399,Customer 0399,West,Ahmedabad,Electronics,Smartphone,3,26403.87,0.05,75251.02,14563.78
ORD02661,05-03-2024,CUST0846,Customer 0846,West,Ahmedabad,Furniture,Office Chair,2,12458.69,0.05,23671.52,4222.31
ORD02662,23-10-2023,CUST0619,Customer 0619,South,Chennai,Appliances,Air Conditioner,4,36648.4,0.15,124604.55,8142.6
ORD02663,03-01-2023,CUST0607,Customer 0607,South,Chennai,Electronics,Laptop,5,52292.7,0.2,209170.8,41800.4
ORD02664,16-06-2024,CUST0237,Customer 0237,West,Pune,Clothing,Shoes,3,3399.82,0.2,8159.57,770.97
ORD02665,16-12-2023,CUST0537,Customer 0537,South,Chennai,Furniture,Desk,1,13302.33,0.1,11972.09,2868.35
ORD02666,23-02-2024,CUST0505,Customer 0505,South,Chennai,Accessories,Backpack,4,2524.24,0.1,9087.25,1001.67
ORD02667,14-05-2023,CUST0587,Customer 0587,South,Hyderabad,Accessories,Keyboard,5,1899.22,0.1,8546.48,1092.01
ORD02668,19-01-2023,CUST0285,Customer 0285,South,Hyderabad,Furniture,Desk,5,16202.42,0.1,72910.87,6234.52
ORD02669,17-11-2023,CUST0563,Customer 0563,East,Kolkata,Furniture,Sofa,4,29734.4,0,118937.61,25393.2
ORD02670,23-11-2023,CUST0044,Customer 0044,South,Bangalore,Furniture,Sofa,3,28459.53,0.1,76840.73,9586.45
ORD02671,13-09-2024,CUST0481,Customer 0481,West,Pune,Furniture,Office Chair,3,10362.39,0.05,29532.82,6113.36
ORD02672,27-12-2023,CUST0563,Customer 0563,East,Kolkata,Furniture,Office Chair,3,12718.9,0.05,36248.87,8416.22
ORD02673,11-05-2024,CUST0853,Customer 0853,South,Hyderabad,Electronics,Monitor,5,17205.95,0.15,73125.28,16576.85
ORD02674,02-12-2024,CUST0787,Customer 0787,West,Ahmedabad,Accessories,Keyboard,1,1535.51,0,1535.51,136.85
ORD02675,24-01-2024,CUST0871,Customer 0871,South,Bangalore,Electronics,Laptop,3,61797.34,0.1,166852.83,37887.55
ORD02676,21-03-2024,CUST0374,Customer 0374,West,Mumbai,Accessories,Mouse,5,839.85,0.05,3989.29,600.84
ORD02677,23-04-2024,CUST0732,Customer 0732,West,Mumbai,Appliances,Air Conditioner,3,32590.85,0.15,83106.68,11704.54
ORD02678,17-07-2023,CUST0300,Customer 0300,South,Hyderabad,Appliances,Air Conditioner,3,38609.73,0.1,104246.27,8202.79
ORD02679,21-10-2023,CUST0029,Customer 0029,West,Mumbai,Electronics,Monitor,5,18468.54,0,92342.7,12704.02
ORD02680,05-10-2023,CUST0317,Customer 0317,South,Hyderabad,Accessories,Backpack,5,2283.09,0,11415.44,1091.12
ORD02681,13-08-2023,CUST0933,Customer 0933,East,Kolkata,Appliances,Air Conditioner,3,43159.66,0.05,123005.03,23892.59
ORD02682,04-06-2023,CUST0559,Customer 0559,West,Ahmedabad,Accessories,USB Hub,5,1316.2,0,6580.98,512.99
ORD02683,05-04-2023,CUST0795,Customer 0795,South,Hyderabad,Accessories,USB Hub,1,1071.9,0,1071.9,93.58
ORD02684,19-10-2023,CUST0657,Customer 0657,South,Chennai,Accessories,USB Hub,2,1215.45,0.05,2309.35,191.27
ORD02685,13-06-2024,CUST0480,Customer 0480,South,Chennai,Electronics,Headphones,3,4664.4,0.1,12593.87,1724.24
ORD02686,30-01-2023,CUST0231,Customer 0231,West,Ahmedabad,Accessories,USB Hub,3,1282.93,0.1,3463.92,594.55
ORD02687,16-06-2024,CUST0126,Customer 0126,North,Delhi,Electronics,Headphones,1,4988.66,0.05,4739.23,421.8
ORD02688,15-12-2023,CUST0752,Customer 0752,West,Mumbai,Accessories,USB Hub,1,1368.73,0.05,1300.3,288.34
ORD02689,15-10-2024,CUST0585,Customer 0585,East,Kolkata,Clothing,Shirt,2,1977.56,0.1,3559.62,783.83
ORD02690,11-05-2023,CUST0566,Customer 0566,North,Delhi,Accessories,USB Hub,1,1346.21,0.1,1211.59,76.2
ORD02691,23-09-2023,CUST0952,Customer 0952,East,Kolkata,Electronics,Monitor,5,15658.43,0.05,74377.55,4585.49
ORD02692,02-03-2023,CUST0597,Customer 0597,South,Hyderabad,Clothing,Shirt,3,1546.76,0.1,4176.24,433.29
ORD02693,27-03-2024,CUST0037,Customer 0037,South,Bangalore,Appliances,Microwave,4,12783.46,0.05,48577.16,6665.09
ORD02694,31-07-2023,CUST0706,Customer 0706,North,Delhi,Clothing,Shoes,2,3132.16,0,6264.32,1270.01
ORD02695,12-06-2024,CUST0695,Customer 0695,West,Ahmedabad,Furniture,Desk,1,14310.63,0.1,12879.57,1906.42
ORD02696,11-08-2024,CUST0016,Customer 0016,East,Kolkata,Electronics,Smartphone,2,31496.35,0,62992.7,10529.92
ORD02697,11-07-2024,CUST0808,Customer 0808,North,Delhi,Furniture,Desk,2,15974.73,0,31949.46,2495.76
ORD02698,08-12-2023,CUST0847,Customer 0847,South,Chennai,Furniture,Desk,2,16672.69,0.05,31678.11,3614.88
ORD02699,29-08-2024,CUST0231,Customer 0231,West,Mumbai,Furniture,Sofa,4,30699.78,0.05,116659.16,23426.15
ORD02700,26-07-2024,CUST0057,Customer 0057,South,Bangalore,Electronics,Monitor,4,19731.5,0.1,71033.4,7416.38
ORD02701,09-11-2024,CUST0790,Customer 0790,South,Chennai,Clothing,Shirt,5,1928.11,0.05,9158.54,1482.4
ORD02702,27-02-2023,CUST0819,Customer 0819,North,Delhi,Furniture,Desk,2,14135.38,0,28270.77,5169.71
ORD02703,05-03-2024,CUST0907,Customer 0907,West,Pune,Electronics,Monitor,2,19293.21,0,38586.42,6599.55
ORD02704,07-11-2024,CUST0528,Customer 0528,East,Kolkata,Accessories,USB Hub,3,1275.23,0.1,3443.12,764.06
ORD02705,13-06-2024,CUST0771,Customer 0771,South,Hyderabad,Electronics,Smartphone,1,31612.4,0.05,30031.78,1803.46
ORD02706,07-02-2023,CUST0292,Customer 0292,West,Mumbai,Accessories,Backpack,3,2292.26,0.05,6532.94,980.58
ORD02707,18-05-2023,CUST0605,Customer 0605,West,Pune,Electronics,Laptop,2,58155.47,0.15,98864.29,13571.41
ORD02708,24-08-2024,CUST0059,Customer 0059,South,Chennai,Accessories,Backpack,5,2435.18,0,12175.91,1633.35
ORD02709,07-04-2024,CUST0628,Customer 0628,North,Delhi,Electronics,Monitor,4,18196.41,0.2,58228.51,11474.56
ORD02710,03-03-2024,CUST0921,Customer 0921,East,Kolkata,Appliances,Washing Machine,3,27693.47,0.05,78926.38,14246.59
ORD02711,26-08-2024,CUST0247,Customer 0247,West,Mumbai,Clothing,Shoes,5,3312.2,0.1,14904.88,2643.83
ORD02712,21-04-2023,CUST0800,Customer 0800,South,Chennai,Accessories,Mouse,2,894.66,0,1789.31,404.53
ORD02713,25-06-2023,CUST0477,Customer 0477,North,Delhi,Appliances,Microwave,5,13090.25,0.05,62178.71,12716.54
ORD02714,05-09-2023,CUST0685,Customer 0685,South,Bangalore,Electronics,Monitor,3,15729.26,0,47187.77,10174.5
ORD02715,08-12-2024,CUST0432,Customer 0432,North,Delhi,Furniture,Bookshelf,4,10041.93,0.1,36150.94,4628.97
ORD02716,18-06-2024,CUST0664,Customer 0664,West,Pune,Electronics,Smartphone,5,25583,0.05,121519.25,9946.94
ORD02717,01-10-2024,CUST0718,Customer 0718,West,Ahmedabad,Accessories,Backpack,2,2486.74,0.2,3978.79,249.49
ORD02718,17-09-2023,CUST0836,Customer 0836,West,Mumbai,Clothing,Shirt,3,1888.04,0.05,5380.9,1048.71
ORD02719,05-04-2023,CUST0516,Customer 0516,West,Ahmedabad,Furniture,Sofa,5,30030.7,0.15,127630.47,8242.29
ORD02720,11-02-2023,CUST0724,Customer 0724,North,Delhi,Furniture,Bookshelf,5,9028.07,0.2,36112.27,8317.99
ORD02721,30-11-2023,CUST0517,Customer 0517,North,Delhi,Furniture,Bookshelf,3,7661.81,0.1,20686.88,4892.66
ORD02722,10-09-2023,CUST0465,Customer 0465,West,Mumbai,Clothing,Shirt,3,1666.81,0,5000.44,384.56
ORD02723,13-03-2023,CUST0913,Customer 0913,West,Pune,Accessories,Keyboard,4,1631.92,0,6527.68,587.57
ORD02724,07-03-2023,CUST0848,Customer 0848,West,Ahmedabad,Furniture,Bookshelf,2,8808.76,0.05,16736.65,3882.62
